GEMS Station Number,Local Station Number,Country Name,Water Type,Station Identifier,Station Narrative,Water Body Name,Main Basin,Upstream Basin Area,Elevation,Monitoring Type,Date Station Opened,Responsible Collection Agency,Latitude,Longitude,River Width,Discharge,Max. Depth,Lake Area,Lake Volume,Average Retention,Area of Aquifer,Depth of Impermeable Lining,Production Zone,Mean Abstraction Rate,Mean Abstraction Level
MEX01014,DLGUE1241,Mexico,River station,PAPAGAYO RIVER 2,,,BALSAS,,153,TREND,,Comisi�n Nacional del Agua,17.1631,-99.59324,,,,,,,,,,,
MEX01015,DLGUE1242,Mexico,River station,PAPAGAYO RIVER 1,,,BALSAS,,264,TREND,,Comisi�n Nacional del Agua,17.16245,-99.62843,,,,,,,,,,,
MEX01016,DLGUE1243,Mexico,River station,RIO PAPAGAYO 4,,,BALSAS,,178,TREND,,Comisi�n Nacional del Agua,17.15216,-99.5932,,,,,,,,,,,
MEX01017,DLGUE1244,Mexico,River station,RIO COPALA 2,,,BALSAS,,31,TREND,,Comisi�n Nacional del Agua,16.64324,-98.9393,,,,,,,,,,,
MEX01018,DLGUE1245,Mexico,River station,RIO MEZCALA OAPAN,,,BALSAS,,494,TREND,,Comisi�n Nacional del Agua,17.91955,-99.518001,,,,,,,,,,,
MEX01019,DLGUE1246,Mexico,River station,RIO NEXPA 1,,,BALSAS,,26,TREND,,Comisi�n Nacional del Agua,16.75789,-99.1993,,,,,,,,,,,
MEX01020,DLGUE1247,Mexico,River station,TUNCINGO BRIDGE,,,BALSAS,,18,TREND,,Comisi�n Nacional del Agua,16.8522,-99.79348,,,,,,,,,,,
MEX01021,DLGUE1248,Mexico,Groundwater station,GALON SOBERON,,,BALSAS,,37,TREND,,Comisi�n Nacional del Agua,16.90052,-99.82812,,,,,,,,,,,
MEX01022,DLGUE1249,Mexico,River station,YOLI DE ACAPULCO S.A. DE C.V. (TRIBUTARY),,,BALSAS,,18,TREND,,Comisi�n Nacional del Agua,16.85255,-99.7933,,,,,,,,,,,
MEX01023,DLGUE1250,Mexico,River station,"YOLI DE ACAPULCO, S.A. DE C.V.",,,BALSAS,,18,TREND,,Comisi�n Nacional del Agua,16.85188,-99.79362,,,,,,,,,,,
MEX01024,DLGUE1251,Mexico,River station,ALFREDO MENDIZABAL,,,BALSAS,,13,TREND,,Comisi�n Nacional del Agua,16.8133,-99.79034,,,,,,,,,,,
MEX01025,DLGUE1276,Mexico,River station,RIO COYUCA 1,,,BALSAS,,5,TREND,,Comisi�n Nacional del Agua,16.95195,-100.11352,,,,,,,,,,,
MEX01026,DLGUE1277,Mexico,River station,COYUCA BRIDGE,,,BALSAS,,21,TREND,,Comisi�n Nacional del Agua,17.01015,-100.09058,,,,,,,,,,,
MEX01027,DLGUE1278,Mexico,River station,RIO COYUCA 2,,,BALSAS,,28,TREND,,Comisi�n Nacional del Agua,17.05132,-100.09443,,,,,,,,,,,
MEX01028,DLGUE1279,Mexico,River station,RIO COYUCA 3,,,BALSAS,,30,TREND,,Comisi�n Nacional del Agua,17.05639,-100.09457,,,,,,,,,,,
MEX01029,DLGUE1286,Mexico,River station,SAN JERONIMO BRIDGE,,,BALSAS,,17,TREND,,Comisi�n Nacional del Agua,17.14158,-100.46367,,,,,,,,,,,
MEX01030,DLGUE1291,Mexico,River station,TECPAN BRIDGE,,,BALSAS,,32,TREND,,Comisi�n Nacional del Agua,17.23529,-100.62556,,,,,,,,,,,
MEX01031,DLGUE1296,Mexico,River station,SAN LUIS BRIDGE,,,BALSAS,,23,TREND,,Comisi�n Nacional del Agua,17.27119,-100.88875,,,,,,,,,,,
MEX01032,DLGUE1297W1,Mexico,River station,STERO TETITLAN,,,BALSAS,,10,TREND,,Comisi�n Nacional del Agua,17.137916,-100.646419,,,,,,,,,,,
MEX01033,DLGUE1299,Mexico,River station,RIO TECPAN MOUTH,,,BALSAS,,3,TREND,,Comisi�n Nacional del Agua,17.134093,-100.657548,,,,,,,,,,,
MEX01034,DLGUE1303,Mexico,River station,COYUQUILLA BRIDGE,,,BALSAS,,33,TREND,,Comisi�n Nacional del Agua,17.37617,-101.053,,,,,,,,,,,
MEX01035,DLGUE1304,Mexico,River station,PETATLAN BRIDGE,,,BALSAS,,29,TREND,,Comisi�n Nacional del Agua,17.54192,-101.27355,,,,,,,,,,,
MEX01036,DLGUE1305,Mexico,River station,PALOS BLANCOS BRIDGE,,,BALSAS,,24,TREND,,Comisi�n Nacional del Agua,17.56114,-101.33629,,,,,,,,,,,
MEX01037,DLGUE1332,Mexico,River station,PUENTE LA UNION (BEFORE RIO LA UNION),,,BALSAS,,31,TREND,,Comisi�n Nacional del Agua,17.947636,-101.846768,,,,,,,,,,,
MEX01038,DLGUE1335,Mexico,River station,RIO BALSAS 3,,,BALSAS,,4,TREND,,Comisi�n Nacional del Agua,17.938713,-102.185566,,,,,,,,,,,
MEX01039,DLGUE1336,Mexico,Reservoir station,LA VILLITA DAM 3,,,BALSAS,,45,TREND,,Comisi�n Nacional del Agua,18.048371,-102.180018,,,,,,,,,,,
MEX01040,DLGUE1337,Mexico,Groundwater station,ZIHUATANEJO WELL BUS TERMINAL,,,BALSAS,,20,TREND,,Comisi�n Nacional del Agua,17.64925,-101.54423,,,,,,,,,,,
MEX01041,DLGUE1338,Mexico,Groundwater station,IXTAPA 1,,,BALSAS,,17,TREND,,Comisi�n Nacional del Agua,17.66322,-101.58913,,,,,,,,,,,
MEX01042,DLGUE1339,Mexico,Reservoir station,LA CALERA DAM-DERIVATION CANAL,,,BALSAS,,243,TREND,,Comisi�n Nacional del Agua,18.424917,-100.999578,,,,,,,,,,,
MEX01043,DLGUE1340,Mexico,River station,ZIRANDARO,,,BALSAS,,200,TREND,,Comisi�n Nacional del Agua,18.489026,-100.985915,,,,,,,,,,,
MEX01044,DLGUE1341,Mexico,River station,CUTZAMALA AGUAS ABAJO DE ALTAMIRANO,,,BALSAS,,242,TREND,,Comisi�n Nacional del Agua,18.36854,-100.67169,,,,,,,,,,,
MEX01045,DLGUE1342,Mexico,River station,ALTAMIRANO CITY BRIDGE,,,BALSAS,,244,TREND,,Comisi�n Nacional del Agua,18.3626,-100.66531,,,,,,,,,,,
MEX01046,DLGUE1343,Mexico,River station,LAS QUERENDAS (RIO CUTZAMALA),,,BALSAS,,251,TREND,,Comisi�n Nacional del Agua,18.371503,-100.629106,,,,,,,,,,,
MEX01047,DLGUE1344,Mexico,River station,MIGUEL ALEMAN BRIDGE (COYUCA DE CATALAN),,,BALSAS,,248,TREND,,Comisi�n Nacional del Agua,18.328043,-100.695093,,,,,,,,,,,
MEX01048,DLGUE1345,Mexico,Reservoir station,SNAIL DAM 1,,,BALSAS,,412,TREND,,Comisi�n Nacional del Agua,17.964035,-99.993353,,,,,,,,,,,
MEX01049,DLGUE1346,Mexico,Reservoir station,THE SNAIL DAM 3,,,BALSAS,,409,TREND,,Comisi�n Nacional del Agua,17.954708,-100.020193,,,,,,,,,,,
MEX01050,DLGUE1347,Mexico,Reservoir station,THE SNAIL DAM 2,,,BALSAS,,514,TREND,,Comisi�n Nacional del Agua,17.950388,-99.990801,,,,,,,,,,,
MEX01051,DLGUE1348,Mexico,Reservoir station,THE SNAIL DAM 4,,,BALSAS,,390,TREND,,Comisi�n Nacional del Agua,17.951078,-100.015736,,,,,,,,,,,
MEX01052,DLGUE1349,Mexico,River station,RH16-5 RAFTS,,,BALSAS,,488,TREND,,Comisi�n Nacional del Agua,18.0053,-99.76834,,,,,,,,,,,
MEX01053,DLGUE1350,Mexico,River station,RIO COCULA 5,,,BALSAS,,501,TREND,,Comisi�n Nacional del Agua,18.03032,-99.74701,,,,,,,,,,,
MEX01054,DLGUE1351,Mexico,River station,RIO COCULA 4,,,BALSAS,,535,TREND,,Comisi�n Nacional del Agua,18.10778,-99.71528,,,,,,,,,,,
MEX01055,DLGUE1352,Mexico,River station,BRIDGE MEZCALA,,,BALSAS,,478,TREND,,Comisi�n Nacional del Agua,17.93858,-99.58798,,,,,,,,,,,
MEX01056,DLGUE1353,Mexico,Groundwater station,GENARO GALEANA WELL,,,BALSAS,,21,TREND,,Comisi�n Nacional del Agua,16.8592,-99.79753,,,,,,,,,,,
MEX01057,DLGUE1354,Mexico,River station,NEXPA BRIDGE,,,BALSAS,,29,TREND,,Comisi�n Nacional del Agua,16.77731,-99.19708,,,,,,,,,,,
MEX01058,DLGUE1363,Mexico,River station,RIO COPALA 3,,,BALSAS,,16,TREND,,Comisi�n Nacional del Agua,16.615585,-98.992895,,,,,,,,,,,
MEX01059,DLGUE1364,Mexico,River station,RIO EL CORTES,,,BALSAS,,71,TREND,,Comisi�n Nacional del Agua,16.77485,-99.50993,,,,,,,,,,,
MEX01060,DLGUE1370,Mexico,River station,COPALA BRIDGE,,,BALSAS,,16,TREND,,Comisi�n Nacional del Agua,16.61197,-98.99679,,,,,,,,,,,
MEX01061,DLGUE1371,Mexico,River station,BRIDGE MARQUELIA,,,BALSAS,,12,TREND,,Comisi�n Nacional del Agua,16.58369,-98.81954,,,,,,,,,,,
MEX01062,DLGUE1376,Mexico,River station,RH20-2 COSTA CHICA-RIO VERDE,,,BALSAS,,19,TREND,,Comisi�n Nacional del Agua,16.57681,-98.49267,,,,,,,,,,,
MEX01063,DLGUE1377,Mexico,River station,RIO CORTIJO BARAJILLA 2,,,BALSAS,,21,TREND,,Comisi�n Nacional del Agua,16.5102,-98.51686,,,,,,,,,,,
MEX01064,DLGUE1378,Mexico,River station,RIO CORTIJO BARAJILLA 1,,,BALSAS,,37,TREND,,Comisi�n Nacional del Agua,16.5009,-98.40589,,,,,,,,,,,
MEX01065,DLGUE1380,Mexico,River station,BARAJILLAS BRIDGE,,,BALSAS,,32,TREND,,Comisi�n Nacional del Agua,16.50958,-98.46294,,,,,,,,,,,
MEX01066,DLGUE1381,Mexico,River station,MILPILLAS BRIDGE,,,BALSAS,,30,TREND,,Comisi�n Nacional del Agua,16.57824,-98.46145,,,,,,,,,,,
MEX01067,DLGUE1382,Mexico,River station,RIO SANTA CATARINA 3,,,BALSAS,,33,TREND,,Comisi�n Nacional del Agua,16.57693,-98.45635,,,,,,,,,,,
MEX01068,DLGUE1383,Mexico,River station,RIO QUETZALA 2 BEAUTIFUL VIEW,,,BALSAS,,26,TREND,,Comisi�n Nacional del Agua,16.60707,-98.49025,,,,,,,,,,,
MEX01069,DLGUE1384,Mexico,River station,QUETZALA BRIDGE,,,BALSAS,,49,TREND,,Comisi�n Nacional del Agua,16.64963,-98.50459,,,,,,,,,,,
MEX01070,DLGUE1385,Mexico,River station,RIO QUETZALA 1,,,BALSAS,,31,TREND,,Comisi�n Nacional del Agua,16.66705,-98.50607,,,,,,,,,,,
MEX01071,DLGUE1386,Mexico,River station,RIO SANTA CATARINA 4,,,BALSAS,,106,TREND,,Comisi�n Nacional del Agua,16.67843,-98.33309,,,,,,,,,,,
MEX01072,DLGUE1387,Mexico,River station,RIO SANTA CATARINA 5,,,BALSAS,,71,TREND,,Comisi�n Nacional del Agua,16.68327,-98.32685,,,,,,,,,,,
MEX01073,DLGUE1389,Mexico,River station,ARROYO SALADO (GUERRERO),,,BALSAS,,1228,TREND,,Comisi�n Nacional del Agua,18.711695,-99.617847,,,,,,,,,,,
MEX01074,DLGUE1390,Mexico,River station,RIO TAXCO,,,BALSAS,,1243,TREND,,Comisi�n Nacional del Agua,18.463373,-99.580025,,,,,,,,,,,
MEX01075,DLGUE1390M1,Mexico,River station,TAXCO THE OLD,,,BALSAS,,1244,TREND,,Comisi�n Nacional del Agua,18.47374,-99.5788,,,,,,,,,,,
MEX01076,DLGUE1391,Mexico,Lake station,LAKE OF TUXPAN 1,,,BALSAS,,759,TREND,,Comisi�n Nacional del Agua,18.367303,-99.49746,,,,,,,,,,,
MEX01077,DLGUE1392,Mexico,Lake station,LAKE OF TUXPAN 2,,,BALSAS,,749,TREND,,Comisi�n Nacional del Agua,18.358193,-99.481937,,,,,,,,,,,
MEX01078,DLGUE1393,Mexico,Reservoir station,VALERIO TRUJANO 3 DAM,,,BALSAS,,850,TREND,,Comisi�n Nacional del Agua,18.311673,-99.459502,,,,,,,,,,,
MEX01079,DLGUE1394,Mexico,Reservoir station,VALERIO TRUJANO 2 DAM,,,BALSAS,,850,TREND,,Comisi�n Nacional del Agua,18.298752,-99.458903,,,,,,,,,,,
MEX01080,DLGUE1395,Mexico,Reservoir station,VALERIO TRUJANO 1 DAM,,,BALSAS,,844,TREND,,Comisi�n Nacional del Agua,18.29656,-99.463868,,,,,,,,,,,
MEX01081,DLGUE1396,Mexico,Reservoir station,VALERIO TRUJANO 4 DAM,,,BALSAS,,847,TREND,,Comisi�n Nacional del Agua,18.309162,-99.42946,,,,,,,,,,,
MEX01082,DLGUE1397,Mexico,River station,AHUEHUEPAN BRIDGE,,,BALSAS,,755,TREND,,Comisi�n Nacional del Agua,18.340673,-99.650928,,,,,,,,,,,
MEX01083,DLGUE1398,Mexico,River station,RIO LAS JUNTAS,,,BALSAS,,696,TREND,,Comisi�n Nacional del Agua,18.298775,-99.663785,,,,,,,,,,,
MEX01084,DLGUE1398M1,Mexico,River station,CACALOTENANGO RIVER,,,BALSAS,,1423,TREND,,Comisi�n Nacional del Agua,18.52291,-99.62709,,,,,,,,,,,
MEX01085,DLGUE1399,Mexico,River station,RIO IGUALA,,,BALSAS,,620,TREND,,Comisi�n Nacional del Agua,18.22077,-99.656525,,,,,,,,,,,
MEX01086,DLGUE1399M1,Mexico,River station,RIO ACAMIXTLA,,,BALSAS,,1523,TREND,,Comisi�n Nacional del Agua,18.55234,-99.56319,,,,,,,,,,,
MEX01087,DLGUE1400,Mexico,River station,RIO COCULA 2,,,BALSAS,,605,TREND,,Comisi�n Nacional del Agua,18.218813,-99.658705,,,,,,,,,,,
MEX01088,DLGUE1400M1,Mexico,River station,THE BRIDGE,,,BALSAS,,1403,TREND,,Comisi�n Nacional del Agua,18.52547,-99.58652,,,,,,,,,,,
MEX01089,DLGUE1401,Mexico,River station,RIO COCULA 3,,,BALSAS,,588,TREND,,Comisi�n Nacional del Agua,18.192438,-99.675095,,,,,,,,,,,
MEX01090,DLGUE1401M1,Mexico,River station,HUEYMATLA,,,BALSAS,,1302,TREND,,Comisi�n Nacional del Agua,18.51043,-99.58075,,,,,,,,,,,
MEX01091,DLGUE1402,Mexico,Reservoir station,VICENTE GUERRERO DAM 3,,,BALSAS,,425,TREND,,Comisi�n Nacional del Agua,18.38969,-100.237937,,,,,,,,,,,
MEX01092,DLGUE1403,Mexico,Reservoir station,VICENTE GUERRERO DAM 2,,,BALSAS,,422,TREND,,Comisi�n Nacional del Agua,18.381628,-100.255307,,,,,,,,,,,
MEX01093,DLGUE1404,Mexico,Reservoir station,VICENTE GUERRERO 1 DAM,,,BALSAS,,421,TREND,,Comisi�n Nacional del Agua,18.379867,-100.263725,,,,,,,,,,,
MEX01094,DLGUE1405,Mexico,Reservoir station,VICENTE GUERRERO DAM - DERIVATION CHANNEL,,,BALSAS,,474,TREND,,Comisi�n Nacional del Agua,18.383598,-100.267092,,,,,,,,,,,
MEX01095,DLGUE1406,Mexico,Reservoir station,VICENTE GUERRERO 4 DAM,,,BALSAS,,444,TREND,,Comisi�n Nacional del Agua,18.38748,-100.227527,,,,,,,,,,,
MEX01096,DLGUE1407,Mexico,River station,ARROYO ARCELIA,,,BALSAS,,366,TREND,,Comisi�n Nacional del Agua,18.326432,-100.296888,,,,,,,,,,,
MEX01097,DLGUE1408,Mexico,Reservoir station,ANDRES FIGUEROA 6 DAM,,,BALSAS,,377,TREND,,Comisi�n Nacional del Agua,18.070118,-100.506315,,,,,,,,,,,
MEX01098,DLGUE1409,Mexico,Reservoir station,ANDRES FIGUEROA 5 DAM,,,BALSAS,,395,TREND,,Comisi�n Nacional del Agua,18.075303,-100.507561,,,,,,,,,,,
MEX01099,DLGUE1410,Mexico,Reservoir station,ANDRES FIGUEROA DAM 7,,,BALSAS,,375,TREND,,Comisi�n Nacional del Agua,18.063283,-100.511036,,,,,,,,,,,
MEX01100,DLGUE1411,Mexico,Reservoir station,ANDRES FIGUEROA 4 DAM,,,BALSAS,,378,TREND,,Comisi�n Nacional del Agua,18.072207,-100.514015,,,,,,,,,,,
MEX01101,DLGUE1412,Mexico,Reservoir station,ANDRES FIGUEROA 3 DAM,,,BALSAS,,369,TREND,,Comisi�n Nacional del Agua,18.075706,-100.513868,,,,,,,,,,,
MEX01102,DLGUE1413,Mexico,Reservoir station,ANDRES FIGUEROA 1 DAM,,,BALSAS,,375,TREND,,Comisi�n Nacional del Agua,18.074055,-100.518774,,,,,,,,,,,
MEX01103,DLGUE1414,Mexico,Reservoir station,ANDRES FIGUEROA 2 DAM,,,BALSAS,,385,TREND,,Comisi�n Nacional del Agua,18.069283,-100.521097,,,,,,,,,,,
MEX01104,DLGUE1415,Mexico,River station,PAPALUTLA,,,BALSAS,,641,TREND,,Comisi�n Nacional del Agua,18.02307,-98.90701,,,,,,,,,,,
MEX01105,DLHID1416,Mexico,River station,"PLASTICOS PLYMOUTH DE MEXICO, S.A. DE C.V. (WATERS UP)",,,PANUCO,,2311,TREND,,Comisi�n Nacional del Agua,19.84925,-98.91425,,,,,,,,,,,
MEX01106,DLHID1417,Mexico,River station,"PLASTICOS PLYMOUTH DE MEXICO, S.A. DE C.V. (DOWNSTREAM)",,,PANUCO,,2313,TREND,,Comisi�n Nacional del Agua,19.8456,-98.915458,,,,,,,,,,,
MEX01107,DLHID1418,Mexico,Groundwater station,SAN JUAN MINE WELL,,,PANUCO,,2453,TREND,,Comisi�n Nacional del Agua,20.13577,-98.72797,,,,,,,,,,,
MEX01108,DLHID1419,Mexico,Groundwater station,MINE WELL DIFFICULTY,,,PANUCO,,2751,TREND,,Comisi�n Nacional del Agua,20.14541,-98.67317,,,,,,,,,,,
MEX01109,DLHID1420,Mexico,Groundwater station,MANANTIAL LOS BERROS,,,PANUCO,,2290,TREND,,Comisi�n Nacional del Agua,20.20887,-98.6443,,,,,,,,,,,
MEX01110,DLHID1421,Mexico,Groundwater station,MANANTIAL AMAJAC,,,PANUCO,,1822,TREND,,Comisi�n Nacional del Agua,20.30608,-98.71523,,,,,,,,,,,
MEX01111,DLHID1422,Mexico,River station,AHUACATITLAN,,,PANUCO,,1692,TREND,,Comisi�n Nacional del Agua,20.31942,-98.75175,,,,,,,,,,,
MEX01112,DLHID1423,Mexico,Groundwater station,LARGE WELL,,,PANUCO,,1972,TREND,,Comisi�n Nacional del Agua,20.26517,-98.9582,,,,,,,,,,,
MEX01113,DLHID1424,Mexico,Groundwater station,BROTANTE WELL,,,PANUCO,,1946,TREND,,Comisi�n Nacional del Agua,20.28279,-99.0077,,,,,,,,,,,
MEX01114,DLHID1425,Mexico,River station,MAIN CHANNEL TOMB 3,,,PANUCO,,2102,TREND,,Comisi�n Nacional del Agua,20.20305,-99.05058,,,,,,,,,,,
MEX01115,DLHID1426,Mexico,River station,MAIN CHANNEL HIGH REQUIRED,,,PANUCO,,2033,TREND,,Comisi�n Nacional del Agua,20.20879,-99.05669,,,,,,,,,,,
MEX01116,DLHID1427,Mexico,Groundwater station,WELL EL MEXE,,,PANUCO,,2015,TREND,,Comisi�n Nacional del Agua,20.22377,-99.08415,,,,,,,,,,,
MEX01117,DLHID1428,Mexico,River station,MAIN CHANNEL THE TOMB 2,,,PANUCO,,2081,TREND,,Comisi�n Nacional del Agua,20.20945,-99.08676,,,,,,,,,,,
MEX01118,DLHID1429,Mexico,River station,MAIN CHANNEL TOMB 1,,,PANUCO,,2087,TREND,,Comisi�n Nacional del Agua,20.21629,-99.13118,,,,,,,,,,,
MEX01119,DLHID1430,Mexico,Groundwater station,ULAPA MELCHOR OCAMPO WELL,,,PANUCO,,2064,TREND,,Comisi�n Nacional del Agua,20.14135,-99.16673,,,,,,,,,,,
MEX01120,DLHID1431,Mexico,River station,MAIN CHANNEL TAKING WORK EL TUMBA,,,PANUCO,,2124,TREND,,Comisi�n Nacional del Agua,20.14758,-99.19325,,,,,,,,,,,
MEX01121,DLHID1432,Mexico,Groundwater station,CERRO COLORADO SPRING,,,PANUCO,,2057,TREND,,Comisi�n Nacional del Agua,20.12033,-99.26236,,,,,,,,,,,
MEX01122,DLHID1433,Mexico,Groundwater station,DOXEY WELL,,,PANUCO,,2086,TREND,,Comisi�n Nacional del Agua,20.08506,-99.24549,,,,,,,,,,,
MEX01123,DLHID1434,Mexico,Groundwater station,WELL ON MARCH 18,,,PANUCO,,2120,TREND,,Comisi�n Nacional del Agua,20.05312,-99.23755,,,,,,,,,,,
MEX01124,DLHID1435,Mexico,River station,DERIVATOR DAM TLAMACO-JUANDHO (RS1),,,PANUCO,,2114,TREND,,Comisi�n Nacional del Agua,20.0347,-99.22298,,,,,,,,,,,
MEX01125,DLHID1436,Mexico,Groundwater station,EL TABLON WELL,,,PANUCO,,2126,TREND,,Comisi�n Nacional del Agua,20.04815,-99.21365,,,,,,,,,,,
MEX01126,DLHID1437,Mexico,Groundwater station,WELL EL REFUGIO,,,PANUCO,,2184,TREND,,Comisi�n Nacional del Agua,20.00875,-99.18962,,,,,,,,,,,
MEX01127,DLHID1438,Mexico,River station,THERMOELECTRIC DISCHARGE (DCFE),,,PANUCO,,2086,TREND,,Comisi�n Nacional del Agua,20.0723,-99.2795,,,,,,,,,,,
MEX01128,DLHID1439,Mexico,River station,BRIDGE OF THE CD. FROM TULA DE ALLENDE (RT-2),,,PANUCO,,2039,TREND,,Comisi�n Nacional del Agua,20.05308,-99.33628,,,,,,,,,,,
MEX01129,DLHID1440,Mexico,River station,DOWNLOAD PEMEX (DPM),,,PANUCO,,2043,TREND,,Comisi�n Nacional del Agua,20.06051,-99.34181,,,,,,,,,,,
MEX01130,DLHID1441,Mexico,Groundwater station,MANANTIAL DAMU,,,PANUCO,,2070,TREND,,Comisi�n Nacional del Agua,20.01694,-99.32728,,,,,,,,,,,
MEX01131,DLHID1442,Mexico,River station,BLUE CROSS BRIDGE (RT-1),,,PANUCO,,2067,TREND,,Comisi�n Nacional del Agua,19.98766,-99.32342,,,,,,,,,,,
MEX01132,DLHID1443,Mexico,Reservoir station,REQUENA DAMAGE WORK (OTPR),,,PANUCO,,2120,TREND,,Comisi�n Nacional del Agua,19.96261,-99.31116,,,,,,,,,,,
MEX01133,DLHID1444,Mexico,River station,CENTRAL EMITTER DOWNLOAD,,,PANUCO,,2157,TREND,,Comisi�n Nacional del Agua,19.94977,-99.29704,,,,,,,,,,,
MEX01134,DLHID1445,Mexico,River station,"MANUFACTURAS KALTEX, S.A. DE C.V. (DOWNSTREAM)",,,PANUCO,,2132,TREND,,Comisi�n Nacional del Agua,19.92632,-99.33902,,,,,,,,,,,
MEX01135,DLHID1446,Mexico,River station,"MANUFACTURAS KALTEX, S.A. DE C.V. (WATERS BELOW CONFLUENCE)",,,PANUCO,,2098,TREND,,Comisi�n Nacional del Agua,19.96791,-99.36915,,,,,,,,,,,
MEX01136,DLHID1447,Mexico,River station,"SALMITEX, S.A. DE C.V. (DOWNSTREAM)",,,PANUCO,,2091,TREND,,Comisi�n Nacional del Agua,19.97141,-99.3649,,,,,,,,,,,
MEX01137,DLHID1448,Mexico,River station,"MANUFACTURAS KALTEX, S.A. DE C.V. (WATERS UP)",,,PANUCO,,2132,TREND,,Comisi�n Nacional del Agua,19.92885,-99.33902,,,,,,,,,,,
MEX01138,DLHID1449,Mexico,River station,TEPEJI BRIDGE - EL SALTO (RTE),,,PANUCO,,2119,TREND,,Comisi�n Nacional del Agua,19.91062,-99.33189,,,,,,,,,,,
MEX01139,DLHID1450,Mexico,River station,RIO TEPEJI,,,PANUCO,,2135,TREND,,Comisi�n Nacional del Agua,19.89509,-99.34277,,,,,,,,,,,
MEX01140,DLHID1451,Mexico,River station,"PILGRIM�S PRIDE, S.A. DE C.V. UPWATER RIO TEPEJI",,,PANUCO,,2140,TREND,,Comisi�n Nacional del Agua,19.88919,-99.34299,,,,,,,,,,,
MEX01141,DLHID1452,Mexico,River station,"TEJIDOS FLANEL, S.A DE C.V. UPWATER RIO TEPEJI",,,PANUCO,,2144,TREND,,Comisi�n Nacional del Agua,19.88671,-99.34304,,,,,,,,,,,
MEX01142,DLHID1453,Mexico,River station,DOWNLOAD OF THE TEPEJI INDUSTRIAL PARK,,,PANUCO,,2286,TREND,,Comisi�n Nacional del Agua,19.84431,-99.2778,,,,,,,,,,,
MEX01143,DLHID1454,Mexico,River station,"MANUFACTURAS KALTEX, S.A. DE C.V. TLAUTLA AGUAS ARRIBA ARROYO LA COLMENA",,,PANUCO,,2105,TREND,,Comisi�n Nacional del Agua,19.96577,-99.36947,,,,,,,,,,,
MEX01144,DLHID1455,Mexico,River station,"MANUFACTURAS KALTEX, S.A. DE C.V. TLAUTLA AGUAS ARRIBA D 2 RIO JILOTEPEC",,,PANUCO,,2132,TREND,,Comisi�n Nacional del Agua,19.95589,-99.37576,,,,,,,,,,,
MEX01145,DLHID1456,Mexico,River station,"MANUFACTURAS KALTEX, S.A. DE C.V.",,,PANUCO,,2098,TREND,,Comisi�n Nacional del Agua,19.97013,-99.3677,,,,,,,,,,,
MEX01146,DLHID1457,Mexico,River station,"MANUFACTURAS KALTEX, S.A. DE C.V. TLAUTLA AGUAS ARRIBA D 3 RIO JILOTEPEC",,,PANUCO,,2091,TREND,,Comisi�n Nacional del Agua,19.97276,-99.36358,,,,,,,,,,,
MEX01147,DLHID1458,Mexico,River station,KM 0 + 00 ENDHO CHANNEL (SOT),,,PANUCO,,2013,TREND,,Comisi�n Nacional del Agua,20.15875,-99.35682,,,,,,,,,,,
MEX01148,DLHID1459,Mexico,Groundwater station,EL TORRION WELL,,,PANUCO,,2045,TREND,,Comisi�n Nacional del Agua,20.1635,-99.37739,,,,,,,,,,,
MEX01149,DLHID1460,Mexico,Groundwater station,WELL EL BOSQUE II,,,PANUCO,,2241,TREND,,Comisi�n Nacional del Agua,20.00932,-99.26809,,,,,,,,,,,
MEX01150,DLHID1460M1,Mexico,Groundwater station,WELL BOXFI,,,PANUCO,,2165,TREND,,Comisi�n Nacional del Agua,20.00183,-99.217639,,,,,,,,,,,
MEX01151,DLHID1461,Mexico,Groundwater station,MANANTIAL TEZONTEPEC,,,PANUCO,,1988,TREND,,Comisi�n Nacional del Agua,20.19098,-99.27902,,,,,,,,,,,
MEX01152,DLHID1462,Mexico,River station,PISCICOLA TEZONTEPEC DE ALDAMA (RT-2A),,,PANUCO,,1965,TREND,,Comisi�n Nacional del Agua,20.1946,-99.28088,,,,,,,,,,,
MEX01153,DLHID1463,Mexico,River station,BRIDGE TEZONTEPEC (RS2),,,PANUCO,,1998,TREND,,Comisi�n Nacional del Agua,20.1909,-99.25433,,,,,,,,,,,
MEX01154,DLHID1464,Mexico,River station,MIXQUIAHUALA-CHILCUAUTLA ROAD BRIDGE (RT-3),,,PANUCO,,1942,TREND,,Comisi�n Nacional del Agua,20.24045,-99.23055,,,,,,,,,,,
MEX01155,DLHID1465,Mexico,Groundwater station,MANANTIAL TLACOTLAPILCO,,,PANUCO,,1818,TREND,,Comisi�n Nacional del Agua,20.374697,-99.222808,,,,,,,,,,,
MEX01156,DLHID1466,Mexico,Groundwater station,EL MEZQUITE II WELL,,,PANUCO,,2109,TREND,,Comisi�n Nacional del Agua,20.14934,-99.05493,,,,,,,,,,,
MEX01157,DLHID1467,Mexico,Groundwater station,CHICAVASCO WELL,,,PANUCO,,2028,TREND,,Comisi�n Nacional del Agua,20.20277,-98.95688,,,,,,,,,,,
MEX01158,DLHID1468,Mexico,Groundwater station,POZO S.A.P. METZTITLAN,,,PANUCO,,1273,TREND,,Comisi�n Nacional del Agua,20.5906,-98.75922,,,,,,,,,,,
